file_name,startup_name,industry,business_model,founder_name,founder_linkedin,extraction_method
Credilio Investment Deck.pdf,Credilio Financial Technologies Private Limited,FinTech,B2B2C,Anand Kapadia,,gemini
Credilio Investment Deck.pdf,Credilio Financial Technologies Private Limited,FinTech,B2B2C,Munjal Dhamecha,,gemini
Credilio-fundraise via AIF.pdf,Credilio,FinTech,B2B,Aditya Gupta,,gemini
Credilio-fundraise via AIF.pdf,Credilio,FinTech,B2B,Sandeep Ghule,,gemini
Credilio-fundraise via AIF.pdf,Credilio,FinTech,B2B,Anand Kapadia,,gemini
Credin_IM - April 2025.pdf,CREDIN,FinTech,B2B2C,,,gemini
Crest - Jun_25.pdf,Error - No Text,,,,,failed
Cricstudio_Investor_Deck_July_04-07-2024_14-39-20-PM.pdf,Error - No Text,,,,,failed
Crumple Cash - Pitch Deck_.pdf,Crumple Cash,FinTech,B2B,Zeeshan,,gemini
Cuebo Pitch Deck - vfinal (1).pdf,Cuebo,"SaaS, Gen AI, Sales Tech",B2B,Priyank Jain,,gemini
Cuebo Pitch Deck - vfinal (1).pdf,Cuebo,"SaaS, Gen AI, Sales Tech",B2B,Manas Jain,,gemini
Cuebo Pitch Deck - vfinal (1).pdf,Cuebo,"SaaS, Gen AI, Sales Tech",B2B,Amanbir Singh,,gemini
Cuebo Pitch Deck - vfinal (3).pdf,Cuebo,"SaaS, AI/ML, SalesTech",B2B,Priyank Jain,,gemini
Cuebo Pitch Deck - vfinal (3).pdf,Cuebo,"SaaS, AI/ML, SalesTech",B2B,Manas Jain,,gemini
Cuebo Pitch Deck - vfinal (3).pdf,Cuebo,"SaaS, AI/ML, SalesTech",B2B,Amanbir Singh,,gemini
CyberReach Pitch Deck.pdf,CyberReach,"AI/ML, SaaS, CRM",B2B,Nithish Kumar,,gemini
CyberReach Pitch Deck.pdf,CyberReach,"AI/ML, SaaS, CRM",B2B,Nithin M,,gemini
Daanveda Pitch Deck.pdf,DaanVeda,"AI/ML, SaaS, Fundraising Tech",B2B,,,gemini
Datadrew - May_25.pdf,Error - No Text,,,,,failed
Datavio deck (seed).pdf,Datavio,"AI/ML, SaaS, Logistics, RetailTech",B2B,Mayank Prasoon,,gemini
Datavio deck (seed).pdf,Datavio,"AI/ML, SaaS, Logistics, RetailTech",B2B,Mukul Agarwal,,gemini
Datavio deck (seed).pdf,Datavio,"AI/ML, SaaS, Logistics, RetailTech",B2B,Kunal Parmani,,gemini
DCGpac Investment Deck Oct24F.pdf,DCGpac,Packaging,B2B,,,gemini
Decimal Skincare Pitch Deck.pdf,.decimal,Luxury Skincare,DTC,Srinayana Goswami,,gemini
Decimal Skincare Pitch Deck.pdf,.decimal,Luxury Skincare,DTC,Ankit Singh,,gemini
Deck - Exim Routes.pdf,EXIM WAY OF BUSINESS,Paper Trade,B2B,Manish Goyal,,gemini
Deck-AInnovia.pdf,AInnovia,HealthTech,SaaS,Sanchita Mukherjee,,gemini
Deck-AInnovia.pdf,AInnovia,HealthTech,SaaS,Arpita Ghosh,,gemini
Deck-AInnovia.pdf,AInnovia,HealthTech,SaaS,Mitra Sudipta Roy,,gemini
Deck-Padre & Figlio.pdf,SVASTHA,Wellness,D2C,Pawan Dutt Sharma,https://www.linkedin.com/in/pawan-dutt-sharma-66019223b/,gemini
deck__freshopure.pdf,Freshopure,HoReCa Supply Chain,B2B,Harsh Dangayach,,gemini
deck__freshopure.pdf,Freshopure,HoReCa Supply Chain,B2B,Sumit Kaushik,,gemini
deck__freshopure.pdf,Freshopure,HoReCa Supply Chain,B2B,Chirag Mudgal,,gemini
deck__freshopure.pdf,Freshopure,HoReCa Supply Chain,B2B,Ajay Chaudhary,,gemini
Decoding Youth Talent - April_25.pdf,DECODING YOUTH TALENT PVT. LTD.,Sports Technology,B2B2C,Kshitij Rai Handa,,gemini
Decoding Youth Talent - April_25.pdf,DECODING YOUTH TALENT PVT. LTD.,Sports Technology,B2B2C,Nipun Rai Handa,,gemini
Decoding Youth Talent - April_25.pdf,DECODING YOUTH TALENT PVT. LTD.,Sports Technology,B2B2C,Dr. Rohit Prasad,,gemini
Decrypt Deck.pdf,Decrypt's Dialogue,Neuromarketing / AI / Marketing Technology,B2B,Sanjay Pal,,gemini
Deepsight AI Labs _Pitch Deck.pdf,DeepSight AI Labs,Computer Vision/AI/DeepTech,B2B,Nishant,https://www.linkedin.com/in/nishant,gemini
Deepsight AI Labs _Pitch Deck.pdf,DeepSight AI Labs,Computer Vision/AI/DeepTech,B2B,Rakesh Channaiah,https://www.linkedin.com/in/rakeshchannaiah,gemini
Deepsight AI Labs _Pitch Deck.pdf,DeepSight AI Labs,Computer Vision/AI/DeepTech,B2B,Veer,https://www.linkedin.com/in/veer-aab94315,gemini
DeepSolv - March25.pdf,Error - No Text,,,,,failed
Deltafour™ Deck - Tease Sept24.pdf,Upspot Softech Private Limited,Industrial Safety Software,B2B,Mahabisweswar Das,,gemini
DermaQ - May_25.pdf,Error - No Text,,,,,failed
DevPunya_Pitch_Deck.pdf,DevPunya,Spiritual Tech,D2C,Prakul Bansal,,gemini
DevPunya_Pitch_Deck.pdf,DevPunya,Spiritual Tech,D2C,Rajat Goyal,,gemini
DevPunya_Pitch_Deck.pdf,DevPunya,Spiritual Tech,D2C,Dheeraj Kumar,,gemini
Dhandeel F+F Pitch Deck.pdf,Error - No Text,,,,,failed
DhunGuru - Aug_25.pdf,Error - No Text,,,,,failed
Dialflo_Investor_Deck_External.pdf,Dialflo,HR Tech/AI,B2B,Abhishek Kumar,,gemini
Dialflo_Investor_Deck_External.pdf,Dialflo,HR Tech/AI,B2B,Nirav Devpura,,gemini
Dialflo_Investor_Deck_External.pdf,Dialflo,HR Tech/AI,B2B,Palash Nimodia,,gemini
Digisigns Deck v1.1_PS.pdf,Digisigns,Digital Signage,SaaS,Founder,,gemini
DigitID_InfoDeck_2024 (3).pdf,DigitID,"Biometrics, AI/ML, Deep Tech","B2B, SaaS",Devan Desai,,gemini
DigitID_InfoDeck_2024 (3).pdf,DigitID,"Biometrics, AI/ML, Deep Tech","B2B, SaaS",Ravi Agarwala,,gemini
DigitID_InfoDeck_2024 (3).pdf,DigitID,"Biometrics, AI/ML, Deep Tech","B2B, SaaS",Pankaj Kumar,,gemini
DigitStay - Aug_25.pdf,Error - No Text,,,,,failed
DiscountAid pitch deck.pdf,DiscountAid,Retail Tech,B2C,HAIDER S MANSOORI,,gemini
DiscountAid pitch deck.pdf,DiscountAid,Retail Tech,B2C,ASHRAF MANSOORI,,gemini
DiscountAid pitch deck.pdf,DiscountAid,Retail Tech,B2C,UMERA SAYYED,,gemini
Distil - Overview.pdf,,,,,,gemini
Dive Money Investment deck.pdf,Dive!,FinTech,Freemium,Anandu Nair,,gemini
Dive Money Investment deck.pdf,Dive!,FinTech,Freemium,Sandeep Tanna,,gemini
Dive Money Investment deck.pdf,Dive!,FinTech,Freemium,Athira Menon,,gemini
Dive Money Investment deck.pdf,Dive!,FinTech,Freemium,Palangat Diti,,gemini
Divyantu Pitch Deck-June 2025 (1).pdf,Divyantu Foods,Food & Beverage (Spices),B2B/B2C/D2C,Viren Desai,,gemini
Divyantu Pitch Deck-June 2025 (1).pdf,Divyantu Foods,Food & Beverage (Spices),B2B/B2C/D2C,Shalini Desai,,gemini
dm2buy deck — Alok Soni.pdf,dm2buy,Social Commerce,B2C,Nakul,,gemini
dm2buy deck.pdf,dm2buy.com,Social Commerce,B2C,Nakul,,gemini
DOC-20250103-WA0012..pdf,LMTEV - LIGHT MASS TRANSPORT EV,Electric Vehicle / Urban Mobility,B2B,Sanjith A K,,gemini
DocPlix One Pager.pdf,DocPlix,HealthTech,B2B,Dr. Varun Garg,,gemini
DocPlix One Pager.pdf,DocPlix,HealthTech,B2B,Aayush Garg,,gemini
DocPlix One Pager.pdf,DocPlix,HealthTech,B2B,Dr. Ajay Shukla,,gemini
Docstribe - Dec_24.pdf,Error - No Text,,,,,failed
Document from AY Ventures_Equity Team.pdf,NonToxicLiving,Personal Care / Skincare,D2C,Karthik Paladugu,,gemini
DONNA_Pitch deck.pdf,The Donna,LegalTech,B2B,Ishan Upasham,,gemini
DONNA_Pitch deck.pdf,The Donna,LegalTech,B2B,Yash Vats,,gemini
Doori pitchdeck.pdf,Doori,HealthTech,B2C,Ankit Sachdev,,gemini
DOQFY _ Info deck 1.pdf,Doqfy,"SaaS, LegalTech, Contract Lifecycle Management (CLM)",B2B,,,gemini
DOUM New Pitch Deck.pdf,DOUM,Home Services,B2C,Soham Mandal,,gemini
DOUM New Pitch Deck.pdf,DOUM,Home Services,B2C,Anyket Naskar,,gemini
Dripzyy-Hwirl-Innovation-Deck.pdf,Dripzy,Quick-Commerce / Fashion,B2C,Bhavesh Agarwal,,gemini
Dripzyy-Hwirl-Innovation-Deck.pdf,Dripzy,Quick-Commerce / Fashion,B2C,Nishkarsh Arora,,gemini
DriverShaab Pitch Deck.pdf,DriverShaab,Logistics,B2B2C,AVIJIT DAS,,gemini
DriverShaab Pitch Deck.pdf,DriverShaab,Logistics,B2B2C,ARUNESH BERI,,gemini
DriverShaab Pitch Deck.pdf,DriverShaab,Logistics,B2B2C,NEHA SHAIK,,gemini
Drizzy Pitch Deck - V1.pdf,DRIZZY,EdTech,B2C,,,gemini
Droplix Pitch Deck 2.pdf,Droplix,E-commerce Logistics,B2B2C,Mohd Danish,,gemini
Droplix Pitch Deck 2.pdf,Droplix,E-commerce Logistics,B2B2C,Mohd Amir,,gemini
Drucare Investor Pitch C.pdf,Drucare,Healthcare-IT,HaaS (Healthcare-IT as a Service),Dr. Rajendra P. Vennam,,gemini
Duvanta - Sep_25.pdf,Error - No Text,,,,,failed
e-Panipuri Kartz.pdf,Epanipuri Rapido,FoodTech,B2B,Harish Neotia,,gemini
e-Panipuri Kartz.pdf,Epanipuri Rapido,FoodTech,B2B,Manisha Neotia,,gemini
e-Panipuri Kartz.pdf,Epanipuri Rapido,FoodTech,B2B,Jyoti Prakash Sahoo,,gemini
e-Panipuri Kartz.pdf,Epanipuri Rapido,FoodTech,B2B,Dibya Sundar Rath,,gemini
e-Panipuri Kartz.pdf,Epanipuri Rapido,FoodTech,B2B,Swayamdeepta Swain,,gemini
Earthfields - 25.pdf,LANDs,Real Estate,"B2B, B2C",Shubham Tiwari,,gemini
Earthfields - 25.pdf,LANDs,Real Estate,"B2B, B2C",Priyanshu Vaish,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Tanay Sharma,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Rudra Menaria,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Shekhar Kalyana,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Harshit Sadhwani,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Daksh Lalwani,,gemini
EaseWin.pdf,EaseWin Gaming,Gaming/Esports,B2B2C,Vanshul Chawla,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Tanay Sharma,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Rudra Menaria,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Shekhar Kalyana,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Harshit Sadhwani,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Daksh Lalwani,,gemini
Easewin_Gaming_Pitch_Deck.pdf,EaseWin Gaming,Gaming,B2B2C,Vanshul Chawla,,gemini
Easework AI Pitch July 25.pdf,Easework AI,"AI/ML, SaaS, Supply Chain Management, Procurement",B2B,Shiv Shankar,,gemini
Easework AI Pitch July 25.pdf,Easework AI,"AI/ML, SaaS, Supply Chain Management, Procurement",B2B,Ratha Ramanan,,gemini
ebb5cf2aa5eb-Infiny_Pitch_Deck_2025_V2.pdf,Infiny.ai,LegalTech,B2B SaaS,Dhruv Ojuswi,,gemini
"Ecotranx , SMTEV V1.pdf",ecotranX,Urban Mobility,B2B,Sanjith A K,,gemini
"Ecotranx , SMTEV V1.pdf",ecotranX,Urban Mobility,B2B,Somesh Ayyanagoudar,,gemini
"Ecotranx , SMTEV V1.pdf",ecotranX,Urban Mobility,B2B,Aravind Pai Lakshminarasimhan,,gemini
"Ecotranx , SMTEV V1.pdf",ecotranX,Urban Mobility,B2B,Hemanth G,,gemini
ECOWRAP Deck.pdf,ECOWRAP,Waste Management,"B2B, B2G",ANGRAJ,,gemini
ECOWRAP Deck.pdf,ECOWRAP,Waste Management,"B2B, B2G",AJAY BURI,,gemini
ECOWRAP Deck.pdf,ECOWRAP,Waste Management,"B2B, B2G",C. KANT,,gemini
ECOWRAP Deck.pdf,ECOWRAP,Waste Management,"B2B, B2G",MANOJ,,gemini
ed44668bd298-deck_cognifyev.pdf,Error - No Text,,,,,failed
EduBild Pitch Deck_20122024_compressed.pdf,EduBild Technologies LLP,"AI/ML, SaaS, EdTech","B2B, D2C",Saksham Gupta,,gemini
EduBild Pitch Deck_20122024_compressed.pdf,EduBild Technologies LLP,"AI/ML, SaaS, EdTech","B2B, D2C",Ayush Khandelwal,,gemini
EduBild Pitch Deck_20122024_compressed.pdf,EduBild Technologies LLP,"AI/ML, SaaS, EdTech","B2B, D2C",MD Shahab Alam,,gemini
EduBild Pitch Deck_20122024_compressed.pdf,EduBild Technologies LLP,"AI/ML, SaaS, EdTech","B2B, D2C",Nidhi Taparia,,gemini
ee5105c583f1-Toiler_deck_v1.pdf,Toiler,SaaS,B2B,,,gemini
Eigengram_Pitch_2025_Aug.pdf,Eigengram,HealthTech / AI/ML,B2B,Subhav Sinha,,gemini
Eigengram_Pitch_2025_Aug.pdf,Eigengram,HealthTech / AI/ML,B2B,Varun Gupta,,gemini
Elixir - March25.pdf,Error - No Text,,,,,failed
Elixir Pre-Seed Deck (1).pdf,ELIXIR,HealthTech,B2C,Ritik Madan,,gemini
Elixir Pre-Seed Deck (1).pdf,ELIXIR,HealthTech,B2C,Anant Jain,,gemini
Elixir Pre-Seed Deck (1).pdf,ELIXIR,HealthTech,B2C,Kshitij Agrawal,,gemini
Elixir Pre-Seed Deck.pdf,ELIXIR,HealthTech,B2C,Ritik Madan,,gemini
Elixir Pre-Seed Deck.pdf,ELIXIR,HealthTech,B2C,Anant Jain,,gemini
Elixir Pre-Seed Deck.pdf,ELIXIR,HealthTech,B2C,Kshitij Agrawal,,gemini
ELOGI __ Pitchdeck - Nav 2024.pdf,Elogi Motors India Pvt Ltd.,"Logistics, E-commerce, Electric Vehicles, SaaS",B2B,Mayank A Mittal,,gemini
ELOGI __ Pitchdeck - Nav 2024.pdf,Elogi Motors India Pvt Ltd.,"Logistics, E-commerce, Electric Vehicles, SaaS",B2B,Prateek Darolia,,gemini
ELOGI __ Pitchdeck - Nav 2024.pdf,Elogi Motors India Pvt Ltd.,"Logistics, E-commerce, Electric Vehicles, SaaS",B2B,Afzal Ahmad,,gemini
ElonAI - June_25.pdf,elonaipvtltd,EdTech,B2C,elonaip,,gemini
Enegma Introduction.pdf,AI Procurement Employee,"AI/ML, SaaS, Procurement",B2B,Rishabh Pipani,,gemini
Enegma Introduction.pdf,AI Procurement Employee,"AI/ML, SaaS, Procurement",B2B,Sameer Mahajan,,gemini
Enegma Introduction.pdf,AI Procurement Employee,"AI/ML, SaaS, Procurement",B2B,Shri Prashanth K,,gemini
Enord-Pitchdeck.pdf,DRONE | AUTONOMY | AI,"Defence & Aerospace, Drones & AI",B2B,MUHAMMAD ANAS,,gemini
Enord-Pitchdeck.pdf,DRONE | AUTONOMY | AI,"Defence & Aerospace, Drones & AI",B2B,ZAIN SAEED ABDULLAH TARIN,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Nitish Goyal,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Sehej,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Nitish,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Shivam,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Jay,,gemini
Entwik gaming.pdf,Carrom Experience,Gaming,B2C,Dhanwant,,gemini
ER_July_2025_Bhe2bnuldH30Ty2eXVCzL.pdf,ElectroRide,Automotive/EV Infrastructure,B2B2C,Rahul Tanuj,,gemini
ER_July_2025_Bhe2bnuldH30Ty2eXVCzL.pdf,ElectroRide,Automotive/EV Infrastructure,B2B2C,Ankur Goenka,,gemini
ER_July_2025_Bhe2bnuldH30Ty2eXVCzL.pdf,ElectroRide,Automotive/EV Infrastructure,B2B2C,Rajendra Nigam,,gemini
ER_July_2025_Bhe2bnuldH30Ty2eXVCzL.pdf,ElectroRide,Automotive/EV Infrastructure,B2B2C,Krishan Krishan,,gemini
ER_July_2025_Bhe2bnuldH30Ty2eXVCzL.pdf,ElectroRide,Automotive/EV Infrastructure,B2B2C,Goenka Jain,,gemini
Eske - April_25.pdf,Error - No Text,,,,,failed
Especial Rentals_Deck.pdf,Especial Rentals Pvt Ltd,Vacation Rental Management,B2B,Sagar,,gemini
Especial Rentals_Deck.pdf,Especial Rentals Pvt Ltd,Vacation Rental Management,B2B,M. Bahukhandi,,gemini
Eternal Spring.pdf,Eternal Spring,,,,,gemini
Eternz - May_25.pdf,Error - No Text,,,,,failed
Evenflow Investor deck.pdf,Error - No Text,,,,,failed
Evify Bridge Round 10Cr.pdf,Evify,Logistics/Last-mile delivery/EV,B2B,Devrishi Arrora,,gemini
Evify Bridge Round 10Cr.pdf,Evify,Logistics/Last-mile delivery/EV,B2B,Pragya Mittal,,gemini
EvoGia Investor Deck.pdf,EvoGia,"Retail Analytics, AI/ML, Computer Vision",B2B,Puneet Dhiman,,gemini
EvoGia Investor Deck.pdf,EvoGia,"Retail Analytics, AI/ML, Computer Vision",B2B,Aayush Gupta,,gemini
EvoGia Investor Deck.pdf,EvoGia,"Retail Analytics, AI/ML, Computer Vision",B2B,Jaideep Kumar,,gemini
EVPE_Deck_capitalCORN_.pdf,evpe,EV Platform/Electric Vehicles,B2B and B2C,Rohan Yeggina,,gemini
EVPE_Deck_capitalCORN_.pdf,evpe,EV Platform/Electric Vehicles,B2B and B2C,Suraj Penukonda,,gemini
EweGo PitchDeck v2.3.pdf,EWEGO LOGISTICS,Logistics,B2B,Kushagra Jain,,gemini
EweGo PitchDeck v2.3.pdf,EWEGO LOGISTICS,Logistics,B2B,Anuprav Jain,,gemini
"Executive Proposal Visey- To investor, from founder, CEO.pdf",Visey,"AI/ML, Data Intelligence, Startup Ecosystem Platform","B2B, B2C",Jhonty Dhol,,gemini
ExperientialEtc Pitch Deck.pdf,ExperientialEtc,"AI/ML, Retail Analytics, SaaS",B2B,Unknown,,gemini
Experiment_Labs_Deck.pdf,Experiment Labs,EdTech,B2B,Alok Baid,,gemini
Experiment_Labs_Deck.pdf,Experiment Labs,EdTech,B2B,Naman Jain,,gemini
Expertia v11f.pdf,EXPERTIA AI,"AI/ML, SaaS, HR Tech",B2B,Kanishk Akshay,,gemini
Expertia v11f.pdf,EXPERTIA AI,"AI/ML, SaaS, HR Tech",B2B,Shukla Gugnani,,gemini
Explurger - June_25.pdf,Explurger,Social Media / Travel,B2C,Jitin Bhatia,,gemini
Explurger - June_25.pdf,Explurger,Social Media / Travel,B2C,Sonu Sood,,gemini
EZY BUYING  V4.300725.pdf,Ezybuying.in,Construction Materials E-commerce & Financing,"B2B, B2C, B2B2C",Ashish Arora,,gemini
EZY BUYING  V4.300725.pdf,Ezybuying.in,Construction Materials E-commerce & Financing,"B2B, B2C, B2B2C",Yuvraj Arora,,gemini
EZY BUYING  V4.300725.pdf,Ezybuying.in,Construction Materials E-commerce & Financing,"B2B, B2C, B2B2C",Deepti Arora,,gemini
Fabloo - AI Powered Fashion Shopping Platform.pdf,Fabloo,"AI/ML, FashionTech, E-commerce",B2C,Priyanka Gadi,,gemini
Fabloo - AI Powered Fashion Shopping Platform.pdf,Fabloo,"AI/ML, FashionTech, E-commerce",B2C,Vishal Singh Lodhi,,gemini
Fairdeal Market Investment Deck.pdf,Error - No Text,,,,,failed
Fairlorry-26082024.pdf,Fairlorry Tech Solutions Pvt. Ltd.,Logistics/Transportation/Trucking,B2B,Rameshwar Sarswat,,gemini
Fairlorry-26082024.pdf,Fairlorry Tech Solutions Pvt. Ltd.,Logistics/Transportation/Trucking,B2B,Nikul Chedda,,gemini
Fairlorry-26082024.pdf,Fairlorry Tech Solutions Pvt. Ltd.,Logistics/Transportation/Trucking,B2B,Deepak Jain,,gemini
Fairy Tails Services LLP - Basic Pitch Deck (1).pdf,FAIRY TAILS SERVICES LLP,Pet Care,B2C,Abhishek Gupta,,gemini
Fairy Tails Services LLP - Basic Pitch Deck (1).pdf,FAIRY TAILS SERVICES LLP,Pet Care,B2C,Saurabh Vasudeva,,gemini
Famyo_Pitch Deck.pdf,Famyo,Home Essentials,D2C,Karishma,,gemini
Famyo_Pitch Deck.pdf,Famyo,Home Essentials,D2C,Ritvik,,gemini
FarGaze-deck-Q1-2025.pdf,Error - No Text,,,,,failed
feni.finance - info.pdf,Feni Finance,FinTech,B2C,Jay Singh,,gemini
feni.finance - info.pdf,Feni Finance,FinTech,B2C,Utpal Chauhan,,gemini
feni.finance - info.pdf,Feni Finance,FinTech,B2C,Navneet Niklas,,gemini
feni.finance - info.pdf,Feni Finance,FinTech,B2C,Pawan Kumar,,gemini
feni.finance - info.pdf,Feni Finance,FinTech,B2C,Vaishali Negi,,gemini
Fieldr.ai Pitch Deck.pdf,Fieldr.ai,Field Service Management AI/SaaS,B2B,Shashwat Jain,,gemini
Fieldr.ai Pitch Deck.pdf,Fieldr.ai,Field Service Management AI/SaaS,B2B,Nitin Panwar,,gemini
Final Deck- Autosecurity.pdf,AutoSec Innovation,Automotive Cybersecurity,B2B,ANUP RAJ DUBEY,,gemini
FindYourFounder Pitch Deck.pdf,Find Your Founder,Startup Services / EdTech,B2B2C,Ashish Mishra,https://www.linkedin.com/in/mishraashish22/,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Amartya Singh,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Shivam Rawat,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Valerius Dcunha,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Nithil Thomas,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Rishinath TM,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Subhasis Sahoo,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Prem Tanguturu,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Tarun Matta,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Piyush Shukla,,gemini
FinFloh Deck - Nov24_v1.0 (3).pdf,FinFloh,FinTech,B2B,Sradha Mahapatra,,gemini
Finnoto Deck.pdf,Error - No Text,,,,,failed
Finodha.in Pitch Deck.pdf,Finodha,FinTech,B2B2C,Vishaal Agrawal,,gemini
Finodha.in Pitch Deck.pdf,Finodha,FinTech,B2B2C,Gyanendra Maurya,,gemini
Finodha.in Pitch Deck.pdf,Finodha,FinTech,B2B2C,Rupanjali Tiwari,,gemini
Finodha.in Pitch Deck.pdf,Finodha,FinTech,B2B2C,Vivek Kumar Pandey,,gemini
FINQY Pitch Deck AUGUST 2024 (1).pdf,E-Revbay Private Limited,FinTech,B2B2C,Manish Aggarwal,,gemini
FINQY Pitch Deck AUGUST 2024 (1).pdf,E-Revbay Private Limited,FinTech,B2B2C,Puneet Lamba,,gemini
FINQY Pitch Deck AUGUST 2024 (1).pdf,E-Revbay Private Limited,FinTech,B2B2C,Manish Masih,,gemini
FINQY Pitch Deck AUGUST 2024 (1).pdf,E-Revbay Private Limited,FinTech,B2B2C,Mohit Vohra,,gemini
FINQY Pitch Deck AUGUST 2024.pdf,E-Revbay Private Limited,FinTech,B2B2C,Manish Aggarwal,,gemini
FINQY Pitch Deck AUGUST 2024.pdf,E-Revbay Private Limited,FinTech,B2B2C,Puneet Lamba,,gemini
FINQY Pitch Deck AUGUST 2024.pdf,E-Revbay Private Limited,FinTech,B2B2C,Manish Masih,,gemini
FINQY Pitch Deck AUGUST 2024.pdf,E-Revbay Private Limited,FinTech,B2B2C,Mohit Vohra,,gemini
Finstreets_Pitch_deck_Nov24_final.pdf,Finstreets,"Fintech, Wealth Management, Robo-Advisory",B2C,MadhavSingh Rajput,,gemini
Finstreets_Pitch_deck_Nov24_final.pdf,Finstreets,"Fintech, Wealth Management, Robo-Advisory",B2C,Prabhat Kushwaha,,gemini
Finstreets_Pitch_deck_Nov24_final.pdf,Finstreets,"Fintech, Wealth Management, Robo-Advisory",B2C,Aravind Krishnan,,gemini
FINTAXICORN SOLUTIONS - PITCH DECK  PDF.pdf,My GST Refund,FinTech,B2B,,,gemini
Flekt.pdf,FLEKT,Advertising/SaaS,B2B,Thomas Koshy,,gemini
Flekt.pdf,FLEKT,Advertising/SaaS,B2B,Safal Adam,,gemini
Flent - Jun_25.pdf,Error - No Text,,,,,failed
FlexiCloud_pitch_June2025_iitB.pdf,FlexiCloud,SaaS,B2B,,,gemini
Flexprice Pitch Deck.pdf,Flexprice,"AI/ML, SaaS, FinTech",Open Source,Manish Choudhary,,gemini
Flexprice Pitch Deck.pdf,Flexprice,"AI/ML, SaaS, FinTech",Open Source,Nikhil Mishra,,gemini
Flexprice Pitch Deck.pdf,Flexprice,"AI/ML, SaaS, FinTech",Open Source,Koshima Satija,,gemini
Flickd - July_25.pdf,Error - No Text,,,,,failed
Flixdrop Pitch Deck Pre-SerA.pdf,Root Cause,AgriTech/HealthTech,B2B,Dharmendra Uttiyo,,gemini
Flixdrop Pitch Deck Pre-SerA.pdf,Root Cause,AgriTech/HealthTech,B2B,Cofounder & CBO,,gemini
Flo_Mobility - Construction Robotics.pdf,Flo Mobility,"Robotics, ConstructionTech","RAAS (Robot as a Service), One Time Buy",MANESH JAIN,,gemini
Flo_Mobility - Construction Robotics.pdf,Flo Mobility,"Robotics, ConstructionTech","RAAS (Robot as a Service), One Time Buy",PRATIK PATEL,,gemini
Flo_Mobility - Construction Robotics.pdf,Flo Mobility,"Robotics, ConstructionTech","RAAS (Robot as a Service), One Time Buy",HEMANG PUROHIT,,gemini
Flo_Mobility - Construction Robotics.pdf,Flo Mobility,"Robotics, ConstructionTech","RAAS (Robot as a Service), One Time Buy",ASHOK DHAKAR,,gemini
Flo_Mobility - Construction Robotics.pdf,Flo Mobility,"Robotics, ConstructionTech","RAAS (Robot as a Service), One Time Buy",MANOJ KARNEKAR,,gemini
Florzy Deck.pdf,FLORZY,Walls & Flooring,O2O (Online-to-Offline),Suraj Kalwani,,gemini
Florzy Deck.pdf,FLORZY,Walls & Flooring,O2O (Online-to-Offline),Rakesh Raman,,gemini
Florzy Deck.pdf,FLORZY,Walls & Flooring,O2O (Online-to-Offline),Ravi Chirania,,gemini
Flynote Investor Deck.pdf,Flynote,TravelTech,B2B2C,,,gemini
Form B Design and Research- SMTeV 3V.pdf,LMTEV - LIGHT MASS TRANSPORT EV,Electric Vehicles/Urban Mobility,B2B,Sanjith A K,,gemini
Foxo Health - Investment Memo.pdf,Foxo Health,Health & Longevity Tech,B2C,Subhendu Panigrahi,,gemini
Foxo Health - Investment Memo.pdf,Foxo Health,Health & Longevity Tech,B2C,Akash Gehani,,gemini
